Stars;Reviews
3.0;Un poco demasiado lento, aplicación con pocas funciones de configuración. Se conectaba bien al teléfono, pero después de desconectarlo, no se volvió a conectar hasta que me acordé de desinstalar la aplicación y hacerlo todo de nuevo, y ahora no puedo configurar mi idioma, tiene que quedar en inglés (en menos es inglés). También es muy limitado para cambiar la configuración del reloj, ni siquiera puede configurar la hora, si no puede conectarse a su teléfono, ni siquiera puede configurar la hora correcta. Un punto positivo es el peso del reloj, muy ligero, pero que resulta irrelevante cuando existen las dificultades que mencioné anteriormente.
3.0;Me gusta Sin embargo, el dial no es muy personalizable. Solo hay un tipo de número y el tamaño de los números no se puede cambiar. Si quieres personalizarlo a tu gusto, creo que otro es mejor.
3.0;Como el empaque dice una compañía, el empaque debajo dice otra, por favor no entiendas esto. Lo usé por un día y una noche y me lo quité. No vale la pena el tiempo, sin juego de palabras.
3.0;El reloj en si está muy bien, el problema es la letra que apenas se aprecia, tuve que descambiarlo por esa razón..no lo recomiendo por la letra
3.0;No puedo configurarlo con mi teléfono redmi 9 s por favor dame una solución
3.0;Me gusta el diseño, para el precio que tiene, es útil, le doy tres estrellas porque el monitor de sueño no funciona, la aplicación no presenta muchas opciones de configuración creo que la batería dura poco. Creo que finalmente no cumple con todo lo que promete.
3.0;Me gustó mucho este reloj hasta que la banda comenzó a desengancharse aleatoriamente de la esfera del reloj, lo hizo varias veces y no lo perdí en el trabajo y no puedo encontrarlo, intente usar la aplicación para localizarlo sin suerte, así que si quiere un reloj para quedarse en tu muñeca no compres este. Además, la duración de la batería no es nada buena teniendo que cargarla constantemente. La mayoría de las funciones de la aplicación funcionan bien, como la frecuencia cardíaca y demás. Simplemente apesta ahora tengo que comprar un reloj nuevo. Asegúrese de comprar la protección del producto.
3.0;tanto la luminosidad como tamaño letra deja bastante que desear
3.0;Frecuencímetro de pozo y oxímetro de pulso.
3.0;Pocas posibilidades para cambiar la pantalla y ninguna me gusta. Otros relojes tienen docenas de pantallas para elegir y de muy diverso diseño, La APP tampoco tiene posibilidades de regular la distancia del paso, etc.
3.0;En primer lugar por el precio el reloj esta bien en cuanto a datos deportivos y registros generales lo que no es bueno tampoco nadie me pudo ayudar whatsapp solo lo muestra brevemente durante el tiempo que vibra que creo que es una pena, sería importante en el trabajo. Y lo que veo como un fuerte punto negativo es la recepción de Bluetooth, ni siquiera puedo ir a otra habitación sin que se interrumpa la conexión....
3.0;La batería no aguantaría la carga
3.0;Pequeño reloj inteligente barato, la medición de datos dejó de funcionar después de unos meses.
3.0;es barato y no esta mal
3.0;Duración de la batería de sólo tres días. Naturalmente, la calidad del reloj se vuelve... Pobre.
3.0;El elemento en sí es bastante limitado en cuanto a lo que puede utilizar. ¡Solo tiene 5 esferas de reloj para elegir y son muy poco favorecedoras! ¡Ojalá actualizaran esto! O al menos hacer posible crear uno propio en línea e importarlo a través de la aplicación. ¡La conectividad es solo un problema! Si dejo mi teléfono y camino a otra habitación, la mitad de las veces se desconecta y para volver a conectarlo, ¡tengo que desvincular el dispositivo y configurarlo de nuevo! No quiero llevar mi teléfono conmigo como si estuviera tratando de ocultarlo todo el tiempo. Funciona bien para rastrear distancias, pasos y ejercicios, y el rastreador de sueño es bueno hasta ahora. Si busca un reloj básico que pueda realizar un seguimiento del ejercicio y no le importe volver a conectarse a su teléfono de vez en cuando, ¡este es el indicado para usted!
3.0;Tuve problemas para rastrear actividades deportivas con la Mi Band 3 y decidí comprar otro producto que tuviera una cifra similar o ligeramente superior. Digamos que como producto cabría si solo fuera para llevar el tiempo y las previsiones meteorológicas.En actividades deportivas no hay posibilidad de añadir categorías/tipos de deporte por lo que no pude usar la pulsera para nadar a pesar de ser resistente al agua agua La batería dura muy poco en comparación con la pulsera que tenía anteriormente. Como máximo dura una semana si no se hace actividad deportiva, sino unos cinco días, digamos que la relación calidad-precio no es la adecuada para los estándares a los que estaba acostumbrado.
3.0;Este reloj fue genial al principio, pero ahora tengo que cargarlo todos los días. Con 2 horas de tiempo de carga, esto es ridículo. Solo lo he tenido un par de meses. Apagué muchas de las funciones. Ya no vale la pena.
3.0;Resultado falso de los beats, etc. aparte del tiempo que no lo compramos para eso.
3.0;Mala duración de la batería hasta 5 días sin entrenar si luego decides entrenar te dura hasta dos días
3.0;Muy buen producto pero con el bono tenia que tenerlo al dia siguiente... El envio tardo 5 dias llego me pregunto si realmente sirve para algo haberlo tomado estoy decepcionado
3.0;bof
3.0;Producto de calidad media, bien hecho en materiales y modelo. Mal cuidado en los menús y en la personalización, algunas funciones son de difícil acceso como el control de música (sin embargo, falta el control de volumen). Al mismo precio y calidad, hay productos con mayor funcionalidad y aún más personalizables según las necesidades.
3.0;No puede descargar otros archivos que están en el software
3.0;Estaba buscando un reloj que pudiera alertarme cuando recibo un mensaje o una llamada, lamentablemente la conexión bluetooth se pierde todo el tiempo. Recibo una alerta de vez en cuando, creo que es mejor poner un presupuesto mayor para no tener este tipo de problema. Hoy me sirve solo como reloj. Decepcionado 😔😔
3.0;A menos que alguien se ponga el reloj y salga a caminar mientras estoy sentado... Todavía no he tomado mi café de la mañana, ya he hecho 800 metros :-)) El tiempo y las pulsaciones son bastante precisos.
3.0;"El hardware es muy bueno. Sólidamente construido con una muy buena pantalla. Tamaño similar al Apple Watch. Materiales de construcción y sensores menos costosos pero casi tan fuertes y robustos: digamos el 90% de Apple Watch al 10% del precio. Lo mejor de China copiando lo que funciona en el Apple Watch. PERO. Aquí estoy comparando mi experiencia reciente con Garmin - Vivofit y Vivosmart. La aplicación UMIDIGI tiene aproximadamente un 50 % de capacidad para capturar la información del reloj (lo que se denomina problemas de conectividad) y analizar y presentar los datos para el usuario (lo que se denomina menos informativo). El software (la aplicación) es notoriamente difícil de copiar (básicamente tiene que ser diseñado de forma inversa, no es una tarea fácil), por lo que la aplicación para este reloj se basa en lo mejor de la programación china del sector privado, que históricamente y ahora con este reloj no es muy bueno en comparación con Apple, Fitbit o Garmin (cuyo hardware también proviene de China). Entonces: si sus necesidades de acondicionamiento físico se limitan a los datos presentados en la pantalla del reloj, esta es una gran compra y vale la pena por encima de cualquiera. Si sus necesidades están dictadas por la captura (historial y tendencias) y el análisis de los datos del reloj, entonces deberá gastar el dinero en la programación occidental (esos $ 100 adicionales) que obtiene de las compañías estadounidenses. Como todas las computadoras, está comprando tanto el hardware como el software. El software de la empresa china todavía está muy por detrás de las empresas occidentales (en China, los mejores programadores siguen trabajando para las fuerzas militares y de seguridad). hardware de 5 estrellas - software de 2 estrellas; me lleva a dar una calificación de 3 estrellas."
3.0;No se pudo configurar en con mi celular para recibir mensajes de whats app. Y notificación de llamadas. Si alguien sabe como ayudenme . gracias
3.0;No pagas mucho, así que no esperes mucho
3.0;Hace lo que quería que hiciera, contando mis pasos diarios, sin embargo, no puedo recibir mensajes de texto, aunque se configuró para ellos.
3.0;Hola, soy Monte Davide, compré un reloj inteligente pero el cargador de batería no funciona desde hace días.
3.0;La batería dura menos de una semana sin llevarlo conectado con el movil. Yo no suelo llevar el bluetooh puesto.La precisión no es buena. En pasos indica muchos más de los dados. Comparando paseos con mi marido a mi me salen una media de 2000 más en un paseo de aproximadamentr una hora.Por lo demás el reloj es bonito y la pantalla parece que está bien relación calidad/precio.
3.0;El reloj es hermoso, tiene varias funciones, pero llegué a la conclusión de que no es resistente al agua, una vez lavé los platos con él, sufrió salpicaduras de agua, y cuando fui a verlo, la pantalla no encendía. Al día siguiente volvió a la normalidad, después de 1 semana estuve limpiando y lavando los cristales, esta vez sufrió más salpicaduras (muchas, pero nada de meter la mano bajo el agua) y ya no funcionó. Tardé en pensar que era el agua porque en la descripción decía que era IP68, pero hoy solo puedo pensar que era eso, porque no había otra razón, compré otro para ver si valía. era el unico que podia estar defectuoso, cuando llega aqui la review hablando de ello.
3.0;Me encanta el estilo, el tamaño de la esfera y el color del reloj, el único problema que tengo es que no registra mi frecuencia cardíaca, presión arterial, consumo de oxígeno o incluso mi sueño. Pienso mal solo consígueme un fitbit tbh
3.0;Lo usé durante algunas semanas, estuvo bien, pero se rompió solo literalmente cuando estaba caminando, me gustó su aspecto. Fácil de usar. Los pasos no funcionaron al 100%, pero ¿qué se puede esperar por el precio?
3.0;El diseño es bonito, en general funciona bien y comparando funcionalidad con el precio creo que es adecuado. Solo que el reloj tiene que estar muy cerca del teléfono para que se pueda conectar al Bluetooth, es poco el alcance que tiene.
